FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
H,1.545454545,1.333333333,W,W,W,L,L,L,0.6363636364,-0.1818181818,0.1818181818,-10
H,1.606060606,1.272727273,D,W,W,W,L,D,0.3333333333,-0.2121212121,0.1515151515,7
NH,1.363636364,0.8181818182,L,L,L,L,L,D,-0.1515151515,-0.6060606061,-0.0303030303,-10
H,2.212121212,0.9090909091,W,L,W,W,W,L,1.454545455,-0.6363636364,0.06060606061,-13
NH,1.484848485,1.272727273,D,L,W,W,L,W,0.1515151515,-0.09090909091,-0.0303030303,-3
H,1.090909091,1.060606061,D,L,L,L,L,D,-0.1515151515,-0.6060606061,-0.1818181818,-7
H,0.9090909091,1.484848485,W,W,L,D,L,W,-0.6363636364,0.1515151515,0.09090909091,7
H,1.060606061,1.363636364,L,L,D,L,L,L,-0.6060606061,-0.1515151515,0.1212121212,8
NH,1.151515152,1.606060606,W,W,L,W,L,D,-0.2727272727,0.5757575758,-0.0303030303,9
NH,1.029411765,1.647058824,W,D,L,W,D,W,-0.02941176471,0.3529411765,-0.05882352941,-6
H,1.264705882,1.147058824,D,W,L,W,D,L,-0.2058823529,-0.08823529412,0.02941176471,2
NH,1.323529412,1.411764706,L,L,W,W,D,W,-0.1176470588,0.1470588235,-0.2058823529,12
NH,1.323529412,1.588235294,W,W,L,W,W,W,-0.05882352941,0.7058823529,-0.08823529412,5
H,1.764705882,1.117647059,L,W,W,L,W,W,0.6176470588,-0.2941176471,0.08823529412,-11
NH,1.411764706,1.323529412,W,D,W,D,L,L,0.1470588235,-0.1764705882,0.2058823529,-9
H,0.7058823529,1.029411765,W,W,L,L,L,L,-0.9411764706,-0.6470588235,0.1176470588,1
NH,1.588235294,1.323529412,W,W,W,L,L,W,0.7058823529,-0.1176470588,0.2352941176,-13
H,1.647058824,0.8823529412,W,D,W,L,W,W,0.3529411765,-0.6764705882,0.08823529412,4
NH,1.323529412,1.029411765,L,L,L,W,D,L,-0.1764705882,-0.02941176471,-0.2352941176,-4
NH,2.2,0.8571428571,D,W,W,W,L,L,1.428571429,-0.6571428571,0.1714285714,-17
NH,1.4,1.314285714,L,L,D,W,D,W,0.08571428571,-0.1714285714,-0.1142857143,-4
NH,1.114285714,1.685714286,L,W,D,W,W,W,-0.1142857143,0.3714285714,-0.3142857143,6
H,1.685714286,1.285714286,W,W,W,L,W,W,0.6571428571,-0.1428571429,0.02857142857,-6
NH,0.9428571429,1.685714286,W,L,W,W,W,W,-0.6285714286,0.6571428571,-0.02857142857,10
NH,1.085714286,1.8,W,L,L,W,L,W,-0.5714285714,0.6857142857,-0.1714285714,14
H,1.085714286,0.6857142857,L,L,W,L,W,W,-0.3142857143,-0.9428571429,-0.02857142857,-4
H,1.685714286,1.542857143,W,W,W,L,W,W,0.3714285714,0.6571428571,0.08571428571,-2
H,0.8571428571,1.114285714,W,L,L,L,W,D,-0.6571428571,-0.1142857143,0,9
NH,1,2.2,L,W,D,D,W,W,-0.05714285714,1.428571429,-0.08571428571,11
H,1.305555556,1.25,D,W,D,L,L,L,-0.1666666667,-0.3055555556,0.2222222222,3
NH,1.277777778,1.388888889,D,L,D,D,L,L,-0.1944444444,0.08333333333,0,8
NH,1.25,1.388888889,L,L,W,D,D,W,-0.1944444444,0.1388888889,-0.08333333333,4
H,1.361111111,1.722222222,W,D,L,W,W,W,-0.08333333333,0.4166666667,-0.1666666667,0
NH,0.6666666667,1.722222222,L,L,W,W,W,W,-0.9722222222,0.6944444444,-0.1666666667,13
NH,1.305555556,1.277777778,D,W,D,D,L,D,-0.1666666667,-0.1944444444,0.1666666667,-4
H,1.833333333,1.722222222,W,W,L,W,W,W,0.6944444444,0.4166666667,-0.08333333333,-1
H,1.388888889,0.9166666667,D,D,W,L,W,L,0.1388888889,-0.6666666667,0,-8
NH,0.6666666667,1.055555556,L,L,W,W,L,W,-0.9722222222,0.02777777778,-0.02777777778,5
H,1.5,1.055555556,L,L,W,L,L,L,0.5833333333,-0.3888888889,0.08333333333,-8
H,1.216216216,1.243243243,L,L,L,D,L,L,-0.3243243243,-0.1891891892,-0.1891891892,-2
H,1.756756757,1.27027027,W,W,W,L,D,W,0.7567567568,-0.2432432432,0.1891891892,-7
NH,2.162162162,1.027027027,L,W,D,L,L,W,1.378378378,-0.6216216216,0.1891891892,-15
H,1.432432432,1.405405405,W,D,L,W,W,D,0.1081081081,-0.05405405405,-0.05405405405,-11
H,1.054054054,1.243243243,L,L,L,L,D,L,-0.1891891892,-0.2702702703,0.05405405405,-6
H,1.675675676,0.9189189189,L,W,W,W,D,W,0.3783783784,-0.5945945946,0.08108108108,0
NH,1.756756757,1.540540541,W,W,W,W,L,L,0.7567567568,0.5945945946,0.1621621622,-1
H,1.675675676,0.6756756757,L,W,W,D,L,L,0.3783783784,-0.9459459459,0.1351351351,-14
H,1.243243243,2.162162162,L,D,L,L,W,D,-0.2702702703,1.378378378,-0.2162162162,14
NH,1.27027027,1.864864865,L,D,W,W,W,W,-0.2432432432,0.7027027027,-0.1081081081,9
NH,1.368421053,1.736842105,L,W,W,D,W,W,-0.07894736842,0.7368421053,-0.1578947368,14
NH,0.8684210526,0.6578947368,L,L,L,L,D,L,-0.7105263158,-1.052631579,-0.02631578947,-3
NH,1.078947368,1.710526316,W,L,L,W,L,W,-0.5789473684,0.3947368421,-0.1578947368,-2
NH,1.078947368,1.473684211,L,W,L,W,W,D,-0.3684210526,0.1315789474,-0.1052631579,6
H,1.710526316,1.263157895,W,L,W,W,L,L,0.5,-0.2631578947,0.2368421053,-5
NH,0.8947368421,1.526315789,L,W,D,D,W,L,-0.6052631579,0.5789473684,0,13
H,1.026315789,1.105263158,D,L,W,W,L,L,-0.02631578947,-0.1052631579,0.02631578947,3
H,1.263157895,1.421052632,D,L,D,W,D,D,-0.2368421053,0.1578947368,-0.07894736842,5
H,1.289473684,1.842105263,W,L,D,D,W,W,-0.2368421053,0.6842105263,-0.1315789474,13
H,1.210526316,2.105263158,L,D,L,L,L,W,-0.2368421053,1.315789474,-0.07894736842,9
NH,0.75,1.25,L,L,W,W,D,D,-0.5,0.5,-0.5,-5
H,1.25,1.75,D,D,W,W,D,W,0.25,0.75,-0.5,-15
NH,0,1.25,L,L,L,W,D,D,-1.75,0.75,-1.25,3
H,1,1,D,L,W,W,D,L,-0.25,0,0,-11
NH,1,1,D,W,L,D,W,L,0,0.25,0,-9
H,0.5,0,L,D,D,L,L,L,-0.25,-1.5,0.5,2
NH,2.25,0,W,W,W,L,L,L,1.75,-1.5,2.25,8
NH,1,0.25,D,L,W,D,L,L,-0.25,-2.25,0.75,4
NH,1.75,0.75,W,D,W,L,L,W,0.75,-0.5,1,13
NH,1,1.5,D,W,L,W,L,W,0.25,1.75,-0.5,16
H,0,0.4,L,L,L,L,D,D,-2,-0.6,-0.4,-1
H,1.6,1.6,W,W,D,W,D,D,0.8,0.8,0,10
NH,1.2,1.4,D,W,D,W,D,L,0.4,0,-0.2,1
NH,0.8,1.6,L,D,W,D,D,W,-0.4,0.6,-0.8,5
NH,0.8,0.8,D,L,W,L,W,D,0,-0.2,0,-13
NH,1,1.6,W,L,D,W,D,W,0.2,0.6,-0.6,6
NH,0.8,0,W,D,L,L,L,L,-1.6,-2,0.8,-1
NH,0.8,2,L,W,D,D,W,W,-0.2,1.4,-1.2,0
NH,1.4,1,W,D,L,W,L,D,0,0.2,0.4,-5
NH,1.4,2,D,W,L,D,W,W,1.4,1.4,-0.6,-16
H,0.8333333333,1.166666667,D,L,W,L,L,W,-0.1666666667,-0.3333333333,-0.3333333333,2
NH,0.6666666667,0.8333333333,L,W,D,L,D,D,-1.5,-0.1666666667,-0.1666666667,-5
H,1.5,0.8333333333,W,W,L,L,W,L,0.1666666667,0,0.6666666667,-9
H,1.333333333,0.8333333333,L,W,D,D,D,L,0.5,0,0.5,-4
NH,1.333333333,0.8333333333,D,W,D,D,L,D,0,-0.3333333333,0.5,-2
NH,1.5,0.5,D,W,D,W,L,L,0.5,-1.333333333,1,-8
H,1.833333333,0.8333333333,W,D,D,L,D,D,0.8333333333,-0.3333333333,1,-13
H,0.8333333333,1.333333333,W,L,D,L,W,W,0,0.1666666667,-0.5,4
NH,0.5,1.5,L,W,L,W,D,W,-1.166666667,0.6666666667,-1,2
H,1.333333333,0.6666666667,L,W,W,L,W,D,0.1666666667,-1.5,0.6666666667,-2
NH,1.571428571,1.142857143,D,L,D,L,D,W,0.8571428571,-0.1428571429,0.4285714286,11
H,1.142857143,0.7142857143,W,D,L,D,L,W,0,-1.285714286,0.4285714286,-4
NH,0.7142857143,1.571428571,L,L,D,D,W,D,-0.7142857143,1.285714286,-0.8571428571,15
H,1,0.7142857143,L,L,L,L,W,L,-0.4285714286,-0.7142857143,-0.1428571429,1
NH,0.8571428571,0.8571428571,W,W,L,W,L,W,-1,-0.7142857143,0,4
NH,1.142857143,1.571428571,W,L,W,W,L,W,0.1428571429,1,-0.1428571429,11
H,1.714285714,0.8571428571,W,W,D,D,D,L,0.8571428571,-0.1428571429,0.7142857143,-10
NH,0.8571428571,1.428571429,D,L,D,D,D,W,-0.1428571429,0.4285714286,-0.4285714286,12
NH,0.7142857143,2,L,D,D,W,W,D,-0.5714285714,1.142857143,-0.8571428571,1
NH,1.571428571,1.714285714,W,L,W,W,W,W,0.2857142857,0.4285714286,0.1428571429,8
NH,1.5,1.375,D,D,L,L,W,L,0.75,0,-0.375,7
NH,1.125,0.875,D,W,D,D,W,W,0,-0.875,-0.125,-5
H,1.625,0.625,W,D,D,L,D,L,0.625,-1.25,0.5,-7
NH,0.625,1.25,L,L,D,W,L,L,-0.625,0.25,-0.5,-11
NH,1.625,2.125,D,W,W,W,W,W,0.375,1.125,-0.125,-1
NH,0.75,1.75,L,W,L,W,D,W,-0.875,1.375,-0.625,8
NH,1.125,1.75,D,L,D,W,W,L,-0.125,1.125,-0.5,6
H,1.875,0.875,W,W,W,D,D,L,1,-0.125,1.125,-10
H,1.125,0.625,W,D,D,L,L,W,0,-1.375,0.5,3
H,1,0.625,L,W,L,L,L,L,0,-0.875,0.5,-5
NH,1.888888889,1,W,W,D,L,W,D,1.444444444,-0.2222222222,0.6666666667,-16
NH,0.5555555556,1.111111111,L,L,L,D,D,W,-1,0,-0.5555555556,8
H,1.222222222,1.666666667,D,W,L,L,W,W,0.2222222222,0.7777777778,-0.6666666667,8
NH,0.5555555556,1.777777778,L,L,D,W,D,W,-1.333333333,0.6666666667,-1,10
NH,1.888888889,1.333333333,W,W,W,L,D,D,1.222222222,0.4444444444,1,-17
H,0.8888888889,0.6666666667,W,L,L,L,L,W,-1,-1,0,5
NH,0.7777777778,0.6666666667,L,D,D,D,L,L,-0.3333333333,-0.5555555556,0,13
NH,2,1.555555556,D,W,W,D,W,D,1,0.5555555556,0.2222222222,-2
NH,1.555555556,0.8888888889,W,L,W,L,L,W,0.4444444444,-0.2222222222,0.3333333333,-1
H,0.7777777778,1.333333333,L,D,W,W,D,L,-1,0.1111111111,-0.1111111111,7
H,1.8,1,W,L,W,L,D,D,0.8,-0.1,0.6,-1
NH,0.7,0.7,D,L,L,D,D,L,-0.9,-0.5,0.1,5
H,1.1,1.4,W,W,L,L,D,W,-0.8,0.4,0.3,9
H,1.8,1.2,W,L,W,L,L,D,0.8,0,1,-10
NH,1,1.9,L,D,D,W,W,D,-0.1,0.8,-0.7,6
NH,1.4,1.4,W,D,W,L,W,L,0.3,0.2,0.1,5
H,0.8,0.7,D,L,D,D,L,L,-0.3,-0.9,-0.1,8
NH,1.7,1.9,L,W,W,D,D,W,1,0.9,-0.2,-3
NH,1.2,1.8,L,W,D,D,W,W,-0.1,1.3,-0.6,5
H,1.1,0.8,W,L,L,D,L,D,0,-0.9,-0.2,-2
NH,0.6363636364,1.363636364,D,D,L,D,L,D,-0.8181818182,0.3636363636,-0.3636363636,11
NH,0.7272727273,1.272727273,D,D,D,W,W,W,-0.4545454545,-0.6363636364,-0.5454545455,-10
NH,1.181818182,0.4545454545,D,W,L,L,L,L,0.3636363636,-1.545454545,0.6363636364,5
NH,1.363636364,1.272727273,W,L,L,L,W,D,0.09090909091,0.09090909091,-0.1818181818,2
H,0.4545454545,1.090909091,L,L,L,L,L,W,-1.545454545,-0.2727272727,-0.2727272727,6
H,1,0.6363636364,W,D,L,D,D,L,-0.6363636364,-0.8181818182,0.5454545455,-3
H,1.545454545,1.909090909,W,L,W,W,W,L,0.3636363636,0.8181818182,-0.2727272727,3
NH,0.6363636364,1.181818182,L,D,L,D,W,L,-0.9090909091,0.3636363636,-0.3636363636,-8
NH,1.272727273,1,W,W,W,W,D,L,-0.6363636364,-0.1818181818,0.2727272727,-3
NH,1.727272727,0.9090909091,D,D,W,L,L,D,1.181818182,-0.2727272727,0.3636363636,-7
H,1.5,0.6666666667,W,D,L,L,D,D,0.4166666667,-0.5,0.4166666667,1
H,1.916666667,1.416666667,W,D,D,W,W,W,0.8333333333,0.25,0,-8
H,1.916666667,1.5,D,W,W,L,D,L,0.8333333333,0.6666666667,0.3333333333,2
NH,1.75,0.9166666667,L,W,W,L,W,D,0.5,-0.6666666667,0.3333333333,-6
NH,1.166666667,1.916666667,D,D,W,D,W,W,0.3333333333,0.8333333333,-0.25,15
H,0.5833333333,0.5833333333,L,D,D,L,L,D,-1.083333333,-0.9166666667,0.08333333333,7
H,1.166666667,1.666666667,W,W,D,W,W,L,0,0.5833333333,-0.08333333333,7
H,1.5,0.5,L,D,L,D,L,L,0.6666666667,-1.416666667,0.5,-12
NH,1.416666667,1.583333333,W,W,W,L,D,D,0.25,0.9166666667,0.08333333333,10
NH,1.25,1.5,D,L,W,W,D,L,0.08333333333,0.4166666667,0,10
NH,0.6153846154,1.230769231,L,L,D,D,L,W,-0.5384615385,0,-0.07692307692,-13
H,1,1.769230769,L,D,L,L,W,D,-0.3076923077,0.6153846154,-0.1538461538,3
NH,1.076923077,1.153846154,D,W,L,D,L,W,-0.07692307692,-0.6923076923,-0.3846153846,-6
NH,1.230769231,1.307692308,D,L,W,W,W,W,0,0.1538461538,-0.4615384615,0
NH,1.461538462,1.307692308,D,W,D,W,D,D,0.3846153846,0.3846153846,-0.1538461538,-12
NH,0.6923076923,1.230769231,W,D,L,D,D,L,-1.230769231,0.07692307692,-0.1538461538,-3
H,1.538461538,0.7692307692,L,W,W,W,L,D,0.3846153846,-0.9230769231,0.3076923077,-6
H,0.5384615385,1.076923077,L,L,L,D,W,L,-0.9230769231,-0.07692307692,-0.3076923077,1
NH,1.153846154,1.307692308,D,L,W,L,W,W,-0.6923076923,0.1538461538,0.07692307692,3
H,1.538461538,1.615384615,D,L,D,W,L,D,0.8461538462,0.7692307692,-0.07692307692,1
NH,1.714285714,1.642857143,D,L,W,D,D,L,0.5714285714,0.4285714286,-0.1428571429,-4
H,2.071428571,1.142857143,W,W,D,W,L,D,0.8571428571,-0.1428571429,0.6428571429,-4
NH,1.071428571,0.5714285714,D,W,L,L,L,L,-0.2857142857,-0.5714285714,0.4285714286,9
NH,1.642857143,0.6428571429,D,D,L,L,W,D,0.4285714286,-1.285714286,0.2857142857,-5
NH,1.285714286,1.071428571,D,W,D,D,W,L,0.3571428571,-0.2857142857,0.07142857143,4
NH,1,1.642857143,L,D,W,W,L,W,-0.1428571429,0.4285714286,-0.3571428571,-2
NH,0.7142857143,2.071428571,L,W,L,W,W,D,-0.9285714286,0.8571428571,-0.5714285714,14
NH,0.5714285714,1.642857143,L,L,L,W,D,L,-0.5714285714,0.9285714286,-0.2857142857,3
NH,1.5,1.428571429,L,W,L,D,D,W,0.5714285714,0.3571428571,-0.1428571429,-5
H,1.142857143,1.071428571,W,L,D,L,D,L,-0.1428571429,-0.7142857143,-0.2142857143,-8
H,1.333333333,0.6666666667,W,D,D,L,W,L,0.2,-0.8666666667,0.2,6
NH,1.266666667,1.666666667,D,D,W,D,D,L,0.1333333333,0.5333333333,0.3333333333,14
H,1.4,1.333333333,W,D,L,D,W,D,0.2,0.06666666667,0.1333333333,-6
NH,1.533333333,1,W,D,D,D,L,D,0.5333333333,-0.1333333333,0.2666666667,-3
NH,1,1.533333333,L,L,D,L,D,D,-0.7333333333,0.2666666667,-0.06666666667,7
H,1,1.4,D,L,D,W,D,L,-0.1333333333,0.2,-0.3333333333,-3
H,0.6666666667,1.333333333,L,L,W,D,W,D,-0.9333333333,0.06666666667,-0.2666666667,-1
H,1.266666667,1.333333333,D,D,W,W,D,D,0.1333333333,0.2,0.3333333333,2
NH,0.6666666667,0.6666666667,D,L,W,L,W,L,-1.2,-0.8666666667,0.1333333333,3
H,2.133333333,1.066666667,W,W,W,D,D,W,0.9333333333,-0.2666666667,0.3333333333,-11
NH,1.3125,1,L,L,L,D,L,L,0.25,-0.6875,0.0625,-14
H,1.8125,1.5,W,W,W,D,L,D,1,0.25,0.4375,-6
NH,1.1875,1.75,L,D,D,W,D,D,0.25,0.5625,-0.125,14
NH,0.5625,1.6875,L,D,L,W,D,W,-0.625,0.4375,-0.5625,-6
NH,1.1875,1.4375,W,L,W,L,W,D,-0.125,0.4375,-0.0625,1
NH,2.0625,1.375,D,W,W,W,D,D,0.875,0.25,0,-15
H,1.3125,0.8125,L,L,L,W,L,L,0.25,-0.8125,-0.1875,-16
NH,1.25,1.125,L,D,W,W,D,L,0,-0.0625,-0.1875,9
H,1.25,0.8125,L,W,D,W,L,L,0.0625,-0.8125,0,-1
NH,1.1875,1.3125,W,D,D,L,L,L,-0.1875,0.25,0.3125,13
H,1.764705882,1.117647059,W,W,D,L,L,D,0.4705882353,0.1764705882,0.2941176471,-7
H,0.9411764706,1.176470588,W,W,L,D,W,L,-0.4117647059,-0.1176470588,0.1176470588,3
H,1.411764706,1.352941176,L,W,W,D,W,D,0.1176470588,0.2352941176,-0.1176470588,-6
NH,1.117647059,1.764705882,W,D,L,D,W,W,-0.5882352941,0.9411764706,-0.3529411765,13
H,1.411764706,1.941176471,D,L,W,L,D,W,0.4117647059,0.5882352941,-0.2352941176,3
NH,1.705882353,0.7647058824,D,W,D,L,W,D,0.5294117647,-1.176470588,-0.05882352941,-9
H,1.411764706,0.5294117647,L,D,L,L,L,D,0.1764705882,-0.6470588235,0.1176470588,3
NH,1.764705882,1.764705882,D,W,W,W,W,D,0.9411764706,0.4705882353,0.05882352941,-9
H,1.705882353,1.352941176,D,W,D,W,L,W,0.5294117647,0.1176470588,-0.1176470588,-12
NH,1.235294118,1.117647059,W,W,D,L,L,D,0.05882352941,0.1764705882,0.1764705882,-9
H,0.7222222222,1.5,L,L,W,W,L,D,-1.055555556,0.2222222222,-0.1111111111,9
NH,1.777777778,1.833333333,W,D,W,W,W,W,0.5555555556,0.5555555556,-0.2222222222,-7
NH,0.7777777778,1.111111111,D,L,W,D,W,D,-1.111111111,-0.5555555556,0,-2
H,1.5,0.8888888889,W,W,L,L,W,W,0.5555555556,-0.6666666667,-0.1666666667,-9
H,1.111111111,1.277777778,L,D,W,L,W,L,-0.2222222222,0.05555555556,0,-9
NH,1.5,0.5,W,L,W,L,L,L,0.3333333333,-0.6666666667,0.5,7
H,1.5,1.166666667,W,D,L,D,L,L,0.6111111111,-0.05555555556,0.1666666667,-12
NH,1.833333333,1.666666667,L,L,D,L,D,W,0.5,0.7777777778,-0.1666666667,1
H,1.666666667,1.5,L,D,W,W,D,L,0.7777777778,0.6111111111,0.1111111111,-4
NH,1.5,1.833333333,W,L,D,L,L,D,0.2222222222,0.5,-0.1111111111,5
NH,1.157894737,1.210526316,W,L,L,W,L,D,0.2105263158,-0.1578947368,-0.1578947368,11
NH,1.105263158,1.684210526,L,D,L,L,W,D,-0.2631578947,0.4736842105,-0.3157894737,14
NH,1.210526316,1.578947368,L,L,W,W,W,W,0,0.7894736842,-0.1578947368,15
NH,1.263157895,1.157894737,D,L,D,L,D,W,0,-0.05263157895,-0.1052631579,9
H,0.6315789474,0.7894736842,W,L,L,D,D,L,-0.5789473684,-1.052631579,-0.1052631579,-8
H,1.894736842,1,W,W,W,L,L,L,0.5789473684,-0.4736842105,0.4736842105,-3
H,1,1.421052632,W,L,W,L,W,L,-0.5789473684,0.2631578947,0,-2
H,1.105263158,0.8421052632,D,D,W,W,L,L,-0.5263157895,-0.8947368421,0,-2
H,1.736842105,1,W,L,D,L,L,L,0.7894736842,-0.4736842105,0.3157894737,-12
NH,1.421052632,1.421052632,L,W,L,L,W,L,0.1052631579,0.2631578947,-0.2631578947,-4
NH,1.1,0.8,L,W,L,L,W,L,0.05,-1.05,-0.15,1
NH,1.05,0.75,L,L,D,L,D,D,-0.4,-1.1,-0.2,5
NH,1.15,1.15,L,L,L,D,L,D,-0.1,-0.05,-0.25,7
H,0.75,1.3,W,W,L,W,W,L,-0.45,0,-0.2,-2
NH,1.95,1.5,W,W,W,L,W,W,0.7,0.7,0.4,5
NH,0.95,1.75,L,W,L,W,L,W,-0.6,0.6,-0.05,6
NH,1.2,1.85,W,D,D,D,W,L,-0.3,0.5,0.2,12
NH,1.2,1.65,L,D,L,W,W,W,-0.05,0.85,-0.35,17
H,1.15,0.75,D,L,D,W,W,L,-0.05,-0.45,0.1,4
NH,1.5,0.95,L,W,W,L,W,L,0.7,-0.6,-0.1,-4
H,1.80952381,1.19047619,W,W,L,D,W,D,0.619047619,-0.2857142857,0.04761904762,-11
NH,1.80952381,1.047619048,D,D,W,D,L,L,0.4761904762,-0.380952381,0.1428571429,-15
H,1.047619048,1.095238095,W,L,L,L,L,L,-0.4285714286,-0.2380952381,0,-2
NH,1.238095238,1.333333333,L,W,W,D,L,L,-0.2380952381,0.04761904762,0.1428571429,-1
H,1.333333333,1.047619048,D,L,L,L,L,W,0.1904761905,0,0.04761904762,-6
NH,0.9047619048,1.285714286,W,L,W,W,L,D,-0.9523809524,0,0.04761904762,-1
H,1.714285714,1.857142857,W,W,W,L,W,W,0.8571428571,0.619047619,0.1428571429,-10
H,1.047619048,1.80952381,W,L,W,D,D,W,-0.4761904762,0.4761904762,0.1904761905,7
H,1.333333333,0.9047619048,D,L,L,W,L,W,0.04761904762,-0.9523809524,-0.09523809524,-9
H,1.047619048,1.238095238,L,L,W,W,D,L,0,0.09523809524,-0.2380952381,9
NH,1.045454545,1.5,D,D,L,L,W,L,-0.3636363636,0.5909090909,-0.2727272727,12
H,1.045454545,1.227272727,L,L,L,D,L,W,-0.2727272727,-0.2272727273,-0.3181818182,9
H,1.363636364,1,W,W,L,L,W,L,0.04545454545,-0.4545454545,0.1818181818,4
H,0.8181818182,1.409090909,L,W,W,W,D,L,-0.2272727273,0.2272727273,0.09090909091,-7
H,1.772727273,1.863636364,L,L,W,W,W,W,0.5,0.7272727273,-0.1363636364,7
H,1.136363636,0.7272727273,L,D,W,L,D,L,-0.4090909091,-1.045454545,0.1363636364,2
NH,1.818181818,1.727272727,D,W,W,L,D,D,0.7727272727,0.3636363636,0.2272727273,-1
NH,1.136363636,1.772727273,W,W,L,W,W,W,-0.3636363636,0.9090909091,-0.2727272727,9
NH,0.8636363636,0.8181818182,L,W,L,L,W,W,-0.9545454545,-0.2272727273,-0.1363636364,12
NH,0.7272727273,1.772727273,L,D,L,L,L,W,-1.045454545,0.5,-0.2727272727,2
NH,1.695652174,1.086956522,D,L,D,L,W,W,0.347826087,-0.4347826087,-0.1304347826,-7
H,1.826086957,1.086956522,W,W,W,W,L,L,0.9565217391,0.08695652174,0.3913043478,-17
NH,1,1.043478261,D,L,W,D,D,D,-0.4347826087,-0.347826087,0.04347826087,-4
NH,1.173913043,1.347826087,L,D,L,D,W,W,-0.2608695652,0.04347826087,-0.04347826087,-11
NH,1.347826087,1.130434783,L,W,D,W,L,L,0.1739130435,-0.2173913043,0.04347826087,-4
H,1.47826087,1.217391304,D,L,W,W,L,D,0.5652173913,-0.347826087,-0.04347826087,-9
NH,1.782608696,1.782608696,L,W,W,D,D,W,0.6086956522,0.7391304348,-0.08695652174,2
NH,1.260869565,1.391304348,L,W,W,W,D,D,0,0.08695652174,0.08695652174,1
NH,1.826086957,1.695652174,W,W,W,D,L,D,0.9565217391,0.347826087,0.3913043478,-2
NH,0.7391304348,1.782608696,D,L,D,D,D,W,-1,0.7391304348,-0.347826087,11
NH,1.041666667,1.875,D,D,D,W,W,W,-0.3333333333,0.9583333333,-0.4583333333,17
H,1.208333333,0.7916666667,L,L,W,L,L,L,-0.04166666667,-1,0.1666666667,-8
NH,1.166666667,1.083333333,D,L,D,W,D,L,-0.25,-0.375,-0.08333333333,-7
NH,1.458333333,1.125,W,W,D,D,W,L,0.125,-0.2083333333,0.1666666667,-8
NH,1.041666667,1.833333333,L,W,L,W,D,D,0.04166666667,0.7916666667,-0.3333333333,16
H,1.541666667,1.75,W,D,L,D,L,W,0.7083333333,0.5833333333,-0.125,2
H,1,1.291666667,W,W,L,L,D,W,-0.08333333333,0,0.2083333333,-13
H,1.666666667,0.7083333333,D,D,L,L,D,L,0.3333333333,-1.041666667,0.08333333333,-10
H,1.083333333,1.166666667,D,L,W,L,W,L,-0.4166666667,-0.5,0,-5
NH,1.333333333,1.791666667,D,L,W,D,W,L,0.1666666667,0.5416666667,-0.08333333333,1
NH,1.88,1.16,W,W,D,W,D,L,0.8,-0.32,0.04,-8
H,0.76,1.28,L,L,L,L,D,L,-1,0.08,-0.08,5
NH,1.12,1.08,D,D,W,W,W,W,-0.2,-0.04,-0.28,11
NH,1.28,1.44,D,L,D,D,W,W,0,0.12,-0.04,10
NH,0.68,1.6,L,L,D,W,W,D,-1.04,0.76,-0.32,7
H,1.8,1.12,L,W,W,L,D,L,0.88,-0.28,0.4,-6
H,1.84,1,W,D,W,L,D,D,0.6,-0.48,0.12,-7
H,1.12,1,L,L,W,L,L,W,-0.56,0,0.04,-3
NH,1.68,1.72,L,D,L,W,D,D,0.48,0.36,0.04,1
NH,1.08,1.28,D,W,D,W,L,L,-0.36,0,-0.04,5
NH,1.423076923,1.653846154,D,D,W,W,W,W,0.1153846154,0.7692307692,-0.03846153846,2
H,0.9615384615,1.192307692,L,L,D,W,L,L,-0.5,-0.4615384615,-0.1153846154,3
NH,0.8461538462,1.076923077,W,L,L,L,L,D,-0.9230769231,-0.3846153846,0.03846153846,10
H,1.346153846,0.9615384615,W,D,L,L,L,L,0.07692307692,-0.07692307692,0.1923076923,0
NH,1.153846154,1.769230769,W,W,W,W,W,D,0,0.3846153846,0.1538461538,2
NH,1.076923077,1.615384615,D,D,W,L,L,D,-0.3461538462,0.3076923077,0.07692307692,10
H,1.884615385,1.153846154,W,W,D,D,W,D,0.6153846154,-0.3076923077,0.07692307692,1
H,1.230769231,0.6538461538,L,L,D,L,L,L,0.03846153846,-1.038461538,0.1153846154,-1
NH,1.269230769,1.846153846,D,W,L,W,L,W,0,1,-0.1923076923,8
NH,1.076923077,1.846153846,L,D,D,D,W,W,-0.2307692308,0.7692307692,-0.1538461538,14
H,1.148148148,1.296296296,W,D,D,L,W,D,-0.2962962963,0.03703703704,0.1481481481,-4
H,1.888888889,1.296296296,W,D,W,L,W,D,0.7777777778,0.03703703704,0.2222222222,-16
NH,0.6296296296,0.8148148148,L,L,L,L,W,L,-1.037037037,-0.9259259259,-0.07407407407,-4
NH,1.814814815,1.037037037,W,W,W,L,L,D,0.5185185185,-0.2592592593,0.2222222222,-13
H,1.888888889,1.407407407,W,W,L,D,D,D,1.074074074,0.1111111111,0.1111111111,-7
NH,1.111111111,1.037037037,L,D,W,W,L,L,-0.3703703704,-0.4444444444,0,-8
H,1.148148148,1.148148148,L,W,L,W,D,D,-0.4814814815,-0.2962962963,-0.1111111111,1
NH,1.592592593,1.222222222,D,L,L,L,D,W,0.2962962963,-0.07407407407,-0.07407407407,-5
NH,1.148148148,1.925925926,W,L,L,W,W,W,-0.3333333333,0.6666666667,-0.3333333333,-4
